SampleID,Site,Datetime,doy,yearS,Temperature,SpC,DO,pH,TDS,Turbidity,ANC_H,ANC_CACO3,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,DOC,FI,HIX,FDOM_lab,d2H,d18O,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
WG0018,Nellie_Juan,2019-07-17T19:45:00Z,198,2019,NA,32.62,NA,5.58,NA,NA,224.08,11.21,0.17,5.55,0.12,0.34,0.37,0.01,0.92,0.84,0.03,NA,0.32,NA,0,0,3.88,0,0.02,0,0,1.11,NA,NA,NA,-116.496,-15.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0019,stream_gauge,2019-07-17T20:20:00Z,198,2019,NA,33.52,NA,5.79,NA,NA,294.91,14.76,0,6.3,0,0.07,0.15,0,0.82,0.94,0.03,NA,0.15,NA,0.01,0,2.4,0,0.01,0,0,1.15,NA,NA,NA,-117.959,-15.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0020,Tundra,2019-07-18T01:45:00Z,198,2019,NA,15.64,NA,5.65,NA,NA,136.81,6.85,0,2.57,0.03,0.2,0.09,0,1.1,0.52,0.02,NA,0.13,NA,0,0,1.01,0,0,0.01,0.08,2.92,NA,NA,NA,-115.104,-15.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0021,glacier_hut,2019-07-18T05:00:00Z,198,2019,NA,17.26,NA,5.92,NA,NA,99.55,4.98,0.09,2.17,0.08,0.11,0.13,0.01,0.56,0.35,0.01,NA,0,NA,0,0,0,0,0.01,0,0,1,NA,NA,NA,-124.519,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0022,glacier_hut,2019-07-18T17:15:00Z,199,2019,0.2,13.91,89.8,5.48,NA,NA,101.78,5.09,0.2,2.31,0.16,0.14,0.17,0,0.49,0.52,0.01,NA,0.19,NA,0.01,0,1.58,0,0.01,0,0,1,NA,NA,NA,-125.073,-16.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0023,Terminus,2019-07-18T20:38:00Z,199,2019,0.8,17.74,96.1,5.58,NA,NA,151.25,7.57,0.05,3.38,0.03,0.18,0.14,0,0.62,0.3,0.01,NA,0.12,NA,0,0,1.51,0,0.01,0,0,1.24,NA,NA,NA,-121.865,-16.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0026,Tundra,2019-07-18T23:45:00Z,199,2019,14,15.31,90.8,5.67,NA,NA,140.95,7.05,0,2.57,0.01,0.08,0.07,0,0.68,0.56,0.02,NA,0.12,NA,0,0,1.03,0,0,0,0,1.16,NA,NA,NA,-114.858,-15.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0027,glacier_hut,2019-07-19T03:47:00Z,199,2019,0.2,12.57,90.3,5.5,NA,NA,88.99,4.45,0.02,2.31,0.03,0.17,0.16,0,0.6,0.27,0.01,NA,0.17,NA,0.01,0,1.48,0,0.01,0,0,0.92,NA,NA,NA,-126.166,-17.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0028,glacier_hut,2019-07-19T17:36:00Z,200,2019,NA,12.63,NA,5.5,NA,NA,89.97,4.5,0.03,2.11,0.01,0.05,0.11,0,0.49,0.21,0.01,NA,0.19,NA,0.02,0,1.53,0,0.01,0,0,0.63,NA,NA,NA,-126.42,-17.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0029,Terminus,2019-07-19T20:35:00Z,200,2019,0.7,18.44,96.8,5.61,NA,NA,163.01,8.16,0.41,3.42,0.33,0.23,0.23,0.01,0.55,0.93,0.01,NA,0.14,NA,0,0,1.6,0,0,0,0,0.76,NA,NA,NA,-124.093,-16.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0033,Tundra,2019-07-20T00:38:00Z,200,2019,14.1,15.97,91.5,5.65,NA,NA,140.91,7.05,0,2.61,0.01,0.04,0.08,0,0.75,0.59,0.02,NA,0.12,NA,0.01,0,1.07,0,0,0,0,0.82,NA,NA,NA,-116.56,-16.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0034,glacier_hut,2019-07-20T04:27:00Z,200,2019,0.2,12.62,90.9,5.49,NA,NA,94.7,4.74,0.06,2.02,0.05,0.09,0.11,0,0.59,0.28,0.01,NA,0.18,NA,0.01,0,1.43,0,0.01,0,0,0.61,NA,NA,NA,-124.407,-16.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0035,glacier_hut,2019-07-20T17:15:00Z,201,2019,0.2,13.09,90.8,5.49,NA,NA,98.43,4.93,0.03,2.18,0.03,0.09,0.12,0,0.56,0.25,0.01,NA,0.19,NA,0.01,0.01,1.54,0,0.01,0,0,0.61,NA,NA,NA,-102.438,-12.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0036,Nellie_Juan,2019-08-27T23:00:00Z,239,2019,NA,34.66,NA,5.7,NA,NA,248.95,12.46,0.06,6.22,0.06,0.27,0.38,0.01,0.79,0.47,0.04,NA,0.39,NA,0.01,0,5.26,0,0.01,0,0.08,1.32,NA,NA,NA,-115.06,-15.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0037,shrub_creek,2019-08-28T00:00:00Z,239,2019,NA,63.7,NA,5.91,NA,NA,566.82,28.37,0,13.06,0.01,0.14,0.3,0,1.04,1.03,0.07,NA,0.11,NA,0.02,0,6.24,0,0.02,0,0.03,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0038,Tundra,2019-08-28T01:00:00Z,239,2019,NA,27.01,NA,5.76,NA,NA,235.81,11.8,0,4.84,0,0.09,0.14,0,0.83,0.82,0.03,NA,0.12,NA,0,0.05,3.18,0,0.01,0.04,0,0.84,NA,NA,NA,-97.299,-9.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0039,Tundra,2019-09-05T21:10:00Z,248,2019,11,67.8,93.2,5.92,NA,NA,586.82,29.37,0,13.68,0,0.11,0.32,0,1.03,0.77,0.07,NA,0.35,NA,0.04,0.02,6.23,0,0.02,0.02,0.01,1.22,1.39,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0040,Nellie_Juan,2019-09-05T22:00:00Z,248,2019,6.6,41.82,108,5.78,NA,NA,282.16,14.12,0.02,7.29,0.03,0.21,0.44,0,0.89,0.37,0.04,NA,0.32,NA,0.02,0.02,5.85,0,0.02,0.04,0,0.84,1.24,0.39,NA,-115.452,-15.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0041,glacier_hut,2019-09-06T01:20:00Z,248,2019,NA,17.82,NA,5.54,NA,NA,101.37,5.07,0,2.51,0,0.08,0.14,0,0.47,0.11,0.01,NA,0.13,NA,0.01,0.02,2.44,0,0.01,0.02,0,0.82,1.41,0.17,NA,-122.653,-16.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0042,glacier_hut,2019-09-06T17:15:00Z,249,2019,0.2,17.79,NA,5.51,NA,NA,117.56,5.88,0,2.6,0,0.05,0.15,0,0.42,0.09,0.01,NA,0.17,NA,0.01,0.01,2.66,0,0,0.01,0,0.87,1.7,0.03,NA,-122.395,-16.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0043,Tundra,2019-09-06T19:25:00Z,249,2019,9.4,25.04,NA,5.65,NA,NA,218.14,10.92,0,4.72,0,0.06,0.14,0,0.75,0.48,0.03,NA,0.18,NA,0.01,0.01,2.06,0,0.01,0.05,0,0.95,1.34,0.47,NA,-112.186,-15.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0047,glacier_hut,2019-09-07T02:15:00Z,249,2019,NA,15.96,NA,5.4,NA,NA,96.32,4.82,0,2.63,0,0.06,0.15,0,0.53,0.13,0.01,NA,0.11,NA,0.01,0.01,2.6,0,0.01,0.01,0,0.86,1.18,0.01,NA,-121.401,-16.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0048,glacier_hut,2019-09-07T18:05:00Z,250,2019,NA,15.58,NA,5.51,NA,NA,98.65,4.94,0,2.55,0.01,0.06,0.14,0,0.51,0.1,0.01,NA,0.15,NA,0.01,0.03,2.55,0,0,0,0,0.34,1.39,0.2,NA,-123.156,-16.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0050,Tundra,2019-09-07T20:50:00Z,250,2019,NA,26.71,NA,5.76,NA,NA,223,11.16,0,4.73,0,0.04,0.14,0,0.81,0.51,0.03,NA,0.2,NA,0.01,0.02,2.09,0,0,0.02,0,0.85,1.36,0.45,NA,-111.763,-15.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0051,glacier_hut,2019-09-08T01:30:00Z,250,2019,NA,16.14,NA,5.4,NA,NA,87.68,4.39,0,2.37,0.01,0.04,0.13,0,0.49,0.11,0.01,NA,0.13,NA,0.01,0.02,2.32,0,0.01,0.04,0,1.01,1.47,0.2,NA,-122.376,-16.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0054,glacier_hut,2019-09-08T17:15:00Z,251,2019,NA,14.79,NA,5.4,NA,NA,86.63,4.34,0,2.55,0.01,0.07,0.13,0,0.41,0.11,0.01,NA,0.15,NA,0.01,0.02,2.36,0,0.01,0.01,0,0.69,1.52,0.16,NA,-120.253,-16.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0056,Tundra,2019-09-08T21:15:00Z,251,2019,NA,24,NA,5.74,NA,NA,188.66,9.44,0,4.37,0,0.07,0.13,0,0.96,0.5,0.03,NA,0.19,NA,0.01,0.03,2.03,0,0.01,0.05,0,1.14,1.36,0.48,NA,-109.579,-14.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0057,glacier_hut,2019-09-09T02:00:00Z,251,2019,NA,14.92,NA,5.52,NA,NA,91.18,4.56,0,2.55,0,0.06,0.15,0,0.7,0.16,0.01,NA,0.12,NA,0.01,0.03,2.44,0,0,0.01,0,0.78,1.58,0.16,NA,-117.676,-15.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0058,glacier_hut,2019-09-09T16:50:00Z,252,2019,NA,15.13,NA,5.5,NA,NA,86.41,4.32,0,2.53,0,0.05,0.17,0,0.56,0.12,0.01,NA,0.13,NA,0.01,0.03,2.65,0,0.01,0.01,0,0.96,0.85,0.05,NA,-120.065,-16.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0059,Tundra,2019-09-09T20:40:00Z,252,2019,NA,29.34,NA,5.57,NA,NA,216.86,10.85,0,4.68,0.01,0.08,0.14,0,1.03,0.53,0.03,NA,0.22,NA,0.01,0.03,2.15,0,0.01,0.01,0,0.89,1.28,0.12,NA,-110.334,-14.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0061,glacier_hut,2019-09-10T17:35:00Z,253,2019,NA,17.83,NA,5.68,NA,NA,88.67,4.44,0,2.58,0,0.06,0.18,0,0.68,0.15,0.01,NA,0.16,NA,0.01,0.03,2.95,0,0,0.01,0,0.91,1.96,0.03,NA,-121.971,-16.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0063,Tundra,2019-09-10T20:40:00Z,253,2019,NA,27.82,NA,5.8,NA,NA,217.91,10.9,0,4.8,0,0.06,0.14,0,1.08,0.55,0.03,NA,0.2,NA,0,0.03,2.17,0,0.01,0.05,0,0.97,1.36,0.14,NA,-110.847,-15.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0065,shrub_creek,2019-09-19T23:00:00Z,262,2019,8.6,59.01,NA,5.92,NA,NA,491.15,24.58,0,11.71,0,0.11,0.27,0,1.31,0.99,0.06,NA,0.41,NA,0.04,0.03,4.31,0,0.03,0.04,0,NA,NA,NA,NA,-116.684,-15.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0066,glacier_hut,2019-10-12T00:40:00Z,284,2019,0.2,49.85,NA,5.79,NA,NA,215.74,10.8,0,8.05,0.01,0.11,0.6,0,0.86,0.27,0.04,NA,0.35,NA,0.02,0.03,10.48,0,0.01,0.01,0,0.73,1.3,0.37,0.35,-125.901,-16.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0069,Nellie_Juan,2019-10-12T22:25:00Z,285,2019,NA,71.47,NA,5.82,NA,NA,445.81,22.31,0,12.25,0.01,0.26,0.7,0,1.23,0.68,0.07,NA,0.57,NA,0.04,0.03,9.69,0,0.04,0.01,0,0.03,1.33,0.74,3.67,-117.226,-15.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0070,glacier_hut,2019-10-13T17:48:00Z,286,2019,1.2,73.91,NA,5.92,NA,NA,539.08,26.98,0,13.63,0.01,0.18,0.66,0,1.12,0.66,0.06,NA,0.28,NA,0.02,0.04,8.86,0,0.01,0.01,0,0.58,1.57,0.07,0.75,-126.104,-16.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0072,Tundra,2019-10-13T20:45:00Z,286,2019,0.3,35.57,NA,5.8,NA,NA,271.13,13.57,0,6.21,0,0.08,0.17,0,1.08,0.68,0.04,NA,0.38,NA,0.01,0.04,2.67,0,0.01,0.04,0,0.77,1.3,0.91,3.61,-117.23,-15.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0073,Tundra,2019-10-13T21:20:00Z,286,2019,1.3,33.96,NA,5.68,NA,NA,257.45,12.88,0,5.98,0.01,0.07,0.17,0,0.98,0.67,0.04,NA,0.39,NA,0.01,0.03,2.59,0,0.01,0.04,0,0.86,1.26,0.92,3.57,-118.111,-15.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0075,glacier_hut,2020-05-09T20:00:00Z,130,2020,NA,91.07,NA,5.87,NA,NA,682.48,34.15,0.01,16.78,0.01,0.19,0.49,0,0.82,0.88,0.07,0,0.49,0,0.04,0,11.9,0,0.03,0,0.05,0.83,1.26,0.32,2.74,-134.74,-18.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0076,Tundra,2020-05-09T21:45:00Z,130,2020,NA,37.01,NA,5.79,NA,NA,297.41,14.88,0.01,6.58,0,0.05,0.16,0,0.59,0.89,0.03,0,0.44,0,0.02,0,2.77,0,0.01,0,0.03,1.23,1.3,0.93,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0078,shrub_creek,2020-05-10T00:50:00Z,130,2020,NA,33.46,NA,5.76,NA,NA,281.81,14.1,0.02,6.29,0.01,0.06,0.14,0,0.44,0.9,0.02,0.02,0.37,0,0.12,0.01,1.9,0,0.12,0,0.16,1.73,1.26,0.75,14.89,-130.088,-17.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0079,stream_gauge,2020-05-10T01:10:00Z,130,2020,NA,52.15,NA,5.84,NA,NA,413.04,20.67,0.02,9.87,0.01,0.13,0.23,0,0.5,0.66,0.04,0.01,0.41,0,0.03,0,5.12,0,0.03,0.01,0.04,1.24,1.26,0.89,4.26,-127.372,-17.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0079b,shrub_creek,2020-05-14T18:10:00Z,135,2020,NA,36.63,NA,5.81,NA,NA,308.48,15.44,0.01,6.87,0,0.06,0.16,0,0.46,0.91,0.03,0,0.34,0,0.05,0.01,2.33,0,0.05,0,0.07,1.41,1.33,0.93,7.1,-131.934,-17.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0080,stream_gauge,2020-05-14T20:00:00Z,135,2020,NA,43.61,NA,5.81,NA,NA,334.5,16.74,0.03,8.14,0.03,0.11,0.21,0,0.46,0.6,0.03,0.01,0.4,0,0.03,0,4.27,0,0.02,0,0.04,0.86,1.35,0.84,2.29,-130.477,-17.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0081,glacier_hut,2020-05-14T21:05:00Z,135,2020,NA,75.7,NA,5.89,NA,NA,511.45,25.6,0.02,13.97,0.02,0.17,0.43,0,0.72,0.78,0.06,0.01,0.48,0,0.04,0,11.1,0,0.04,0,0.05,0.75,1.38,0.5,0.6,-136.722,-18.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0082b,Nellie_Juan,2020-05-15T01:20:00Z,135,2020,NA,52.15,NA,5.84,NA,NA,385.27,19.28,0.02,9.32,0.02,0.17,0.42,0,0.73,0.88,0.04,0.01,0.66,0,0.06,0,5.87,0,0.05,0,0.06,0.97,1.29,0.81,3.67,-120.391,-16.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0083,glacier_hut,2020-06-10T18:30:00Z,162,2020,NA,92.56,NA,5.78,NA,NA,366.09,18.32,0.04,14.72,0.04,0.28,0.88,0,0.89,0.55,0.09,0,0.35,0,0.02,0,23.18,0,0.02,0,0.03,0.37,1.3,0.66,1.87,-138.955,-18.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0084,shrub_creek,2020-06-10T21:00:00Z,162,2020,NA,36.17,NA,5.81,NA,NA,302.01,15.11,0,6.57,0,0.05,0.14,0,0.41,0.82,0.02,0,0.19,0,0,0,2.54,0,0,0,0.02,0.42,1.32,0.91,3.38,-131.825,-17.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0085,stream_gauge,2020-06-10T22:30:00Z,162,2020,NA,61.6,NA,5.77,NA,NA,269.12,13.47,0.02,10.27,0.02,0.17,0.45,0,0.55,0.42,0.05,0,0.29,0,0.01,0,13.07,0,0.01,0,0.04,0.54,1.41,0.58,0.64,-133.483,-17.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0086,Tundra,2020-06-11T00:00:00Z,162,2020,NA,22.42,NA,5.61,NA,NA,176.65,8.84,0,3.84,0,0.04,0.1,0,0.35,0.57,0.02,0,0.24,0,0,0,1.73,0,0,0,0.03,0.42,1.2,0.85,8.56,-127.695,-17.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0088,shrub_creek,2020-06-30T18:40:00Z,182,2020,NA,37.53,NA,5.8,NA,NA,327.53,16.39,0,7.22,0,0.04,0.15,0,0.4,0.82,0.03,0,0.14,0,0,0,2.79,0,0,0,0.03,NA,1.4,0.93,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0089,stream_gauge,2020-06-30T19:55:00Z,182,2020,NA,32.81,NA,5.72,NA,NA,202.58,10.14,0.02,5.68,0.02,0.09,0.23,0,0.31,0.25,0.02,0,0.24,0,0.01,0,5.02,0,0.01,0,0.08,0.84,1.95,0.51,0.25,-129.616,-17.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0090,glacier_hut,2020-06-30T21:46:00Z,182,2020,NA,32.25,NA,5.69,NA,NA,171.8,8.6,0,5.17,0,0.09,0.26,0,0.34,0.19,0.02,0,0.27,0,0.01,0,5.71,0,0.01,0,0.02,0.62,1.54,0.34,0.14,-131.867,-18.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0091,Tundra,2020-07-01T02:14:00Z,182,2020,NA,21.71,NA,5.69,NA,NA,177.16,8.87,0,3.84,0,0.04,0.1,0,0.36,0.55,0.02,0,0.19,0,0,0,1.74,0,0,0,0.02,0.56,1.31,0.85,1.48,-122.036,-16.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0093,Nellie_Juan,2020-07-01T03:43:00Z,182,2020,NA,33.86,NA,5.49,NA,NA,182.45,9.13,0.01,4.97,0.01,0.1,0.33,0,0.46,0.31,0.05,0,0.23,0,0,0,5.93,0,0.01,0,0.02,0.87,1.52,0.59,0.32,-113.089,-15.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0094,Tundra,2020-09-05T19:20:00Z,249,2020,NA,38.01,NA,5.78,NA,NA,316.76,15.85,0.01,6.41,0,0.05,0.17,0,0.63,0.96,0.05,0,0.23,0,0,0,2.93,0,0.01,0,0.05,0.65,1.31,0.95,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0096,Nellie_Juan,2020-09-05T23:00:00Z,249,2020,NA,52.25,NA,5.82,NA,NA,338.94,16.96,0.02,8.52,0.01,0.18,0.49,0,0.65,0.64,0.06,0,0.39,0,0.01,0,8.23,0,0.01,0.01,0.03,0.56,1.4,0.8,1.49,-118.714,-15.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0097,glacier_hut,2020-09-06T00:20:00Z,249,2020,NA,60.08,NA,5.9,NA,NA,494.53,24.75,0.01,11.26,0,0.14,0.33,0,0.54,0.89,0.06,0,0.19,0,0,0,6.39,0,0,0,0.01,0.45,1.63,0.65,0.72,-125.671,-16.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0098,stream_gauge,2020-09-09T21:00:00Z,253,2020,NA,33.71,NA,5.75,NA,NA,207.03,10.36,0.01,5.51,0.01,0.08,0.27,0,0.3,0.22,0.03,0,0.16,0,0,0,5.75,0,0,0,0.02,0.35,1.56,0.52,0.5,-122.386,-16.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0099,shrub_creek,2020-09-09T22:00:00Z,253,2020,NA,68.09,NA,5.87,NA,NA,619.05,30.98,0.01,12.1,0,0.07,0.27,0,0.74,1.35,0.07,0,0.23,0,0.02,0,4.43,0,0.02,0,0.06,0.98,1.38,0.96,9.09,-118.831,-15.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0100,Forest,2020-09-10T00:20:00Z,253,2020,NA,62.17,NA,5.94,NA,NA,597.88,29.92,0.03,11.1,0.01,0.14,0.41,0,1.05,1.66,0.08,0,0.59,0,0,0,2.77,0.02,0,0.01,0.08,1.58,1.31,0.96,13.44,-108.59,-14.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0101,glacier_hut,2020-09-10T04:20:00Z,253,2020,NA,45.58,NA,5.83,NA,NA,372.01,18.62,0.01,7.91,0,0.1,0.24,0,0.37,0.65,0.04,0,0.13,0,0,0,4.33,0,0,0,0,0.41,1.32,0.61,0.56,-123.03,-16.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0102,glacier_hut,2020-09-10T18:05:00Z,254,2020,NA,71.34,NA,5.92,NA,NA,611.47,30.6,0.01,12.69,0,0.15,0.39,0,0.66,1.13,0.07,0,0.22,0,0,0,6.64,0,0,0.01,0.01,0.48,1.52,0.76,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0103,glacier_hut,2020-09-11T03:12:00Z,254,2020,NA,39.34,NA,5.82,NA,NA,323.21,16.17,0,6.73,0,0.09,0.2,0,0.31,0.55,0.03,0,0.12,0,0,0,3.67,0,0,0,0.01,0.48,1.35,0.61,0.49,-122.648,-16.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0104,glacier_hut,2020-09-11T18:15:00Z,255,2020,NA,72.12,NA,5.95,NA,NA,630.3,31.54,0,13.49,0,0.15,0.4,0,0.68,1.16,0.07,0,0.21,0,0,0,6.52,0,0,0,0.01,0.39,1.45,0.8,1.08,-123.512,-16.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
